	Similarity	Clost_cluster	CC_bs	Genus	Genus_bs	Species	Species_bs
Seq_0002063	0.93	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0000663	0.93	NA	1	Anaerostipes	1	Anaerostipes_hadrus	1
Seq_0004374	0.93	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0004600	0.93	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0000451	0.93	XIVa	1	Eubacterium	1	Eubacterium_hallii	1
Seq_0004949	0.93	XIVa	1	Eubacterium	1	Eubacterium_eligens	1
Seq_0006505	0.93	NA	1	Ruminococcus	1	Ruminococcus_callidus	1
Seq_0009556	0.93	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0004513	0.93	XIVa	1	Eubacterium	1	Eubacterium_ventriosum	1
Seq_0008818	0.93	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0002290	0.93	XIVa	1	Blautia	1	Blautia_hydrogenotrophica	1
Seq_0000414	0.93	NA	1	Peptoniphilus	1	Peptoniphilus_coxii	1
Seq_0002487	0.94	NA	1	Bilophila	1	Bilophila_wadsworthia	1
Seq_0002721	0.94	NA	1	Dialister	1	Dialister_invisus	1
Seq_0003171	0.94	NA	1	Dialister	1	Dialister_propionicifaciens	1
Seq_0005855	0.94	NA	1	Parasutterella	1	Parasutterella_excrementihominis	1
Seq_0008817	0.94	NA	1	Parasutterella	1	Parasutterella_excrementihominis	1
Seq_0002708	0.94	NA	1	Allisonella	1	Allisonella_histaminiformans	1
Seq_0000409	0.94	NA	1	Turicibacter	1	Turicibacter_sanguinis	1
Seq_0001771	0.94	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0002033	0.94	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0001078	0.94	NA	1	Parasutterella	1	Parasutterella_excrementihominis	1
Seq_0002486	0.94	NA	1	Parasutterella	1	Parasutterella_excrementihominis	1
Seq_0008211	0.94	NA	1	Holdemania	1	Holdemania_filiformis	1
Seq_0008184	0.94	XVI	1	Clostridium	1	Clostridium_innocuum	1
Seq_0005022	0.94	NA	1	Holdemania	1	Holdemania_filiformis	1
Seq_0007025	0.94	NA	1	Prevotella	1	Prevotella_buccalis	1
Seq_0000384	0.94	NA	1	Bacteroides	1	Bacteroides_plebeius	1
Seq_0003283	0.94	NA	1	Bacteroides	1	Bacteroides_finegoldii	1
Seq_0000222	0.94	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0005722	0.94	NA	1	Bacteroides	1	Bacteroides_massiliensis	1
Seq_0008830	0.94	NA	1	Bacteroides	1	Bacteroides_caccae	1
Seq_0003938	0.94	NA	1	Bacteroides	1	Bacteroides_finegoldii	1
Seq_0007070	0.94	NA	1	Bacteroides	1	Bacteroides_barnesiae	1
Seq_0001513	0.94	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0004201	0.94	NA	1	Alistipes	1	Alistipes_finegoldii	1
Seq_0002030	0.94	NA	1	Paraprevotella	1	Paraprevotella_clara	1
Seq_0005826	0.94	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0006824	0.94	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0000171	0.94	NA	1	Akkermansia	1	Akkermansia_muciniphila	1
Seq_0000027	0.94	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0005726	0.95	NA	1	Allisonella	1	Allisonella_histaminiformans	1
Seq_0009660	0.95	NA	1	Veillonella	1	Veillonella_atypica	1
Seq_0000270	0.95	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0006483	0.95	NA	1	Catenibacterium	1	Catenibacterium_mitsuokai	1
Seq_0004906	0.95	XVI	1	Eubacterium	1	Eubacterium_biforme	1
Seq_0003448	0.95	NA	1	Catenibacterium	1	Catenibacterium_mitsuokai	1
Seq_0003551	0.95	XVI	1	Eubacterium	1	Eubacterium_biforme	1
Seq_0007396	0.95	NA	1	Coprobacter	1	Coprobacter_fastidiosus	1
Seq_0000860	0.95	NA	1	Prevotella	1	Prevotella_buccalis	1
Seq_0002365	0.95	NA	1	Barnesiella	1	Barnesiella_intestinihominis	1
Seq_0001906	0.95	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0004445	0.95	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0004079	0.95	NA	1	Bacteroides	1	Bacteroides_barnesiae	1
Seq_0005837	0.95	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0005794	0.95	NA	1	Bacteroides	1	Bacteroides_massiliensis	1
Seq_0009823	0.95	NA	1	Bacteroides	1	Bacteroides_salyersiae	1
Seq_0004034	0.95	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0000185	0.95	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0001829	0.95	NA	1	Bacteroides	1	Bacteroides_caccae	1
Seq_0000501	0.95	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0000460	0.95	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0000867	0.95	NA	1	Barnesiella	1	Barnesiella_intestinihominis	1
Seq_0001723	0.95	NA	1	Coprobacter	1	Coprobacter_fastidiosus	1
Seq_0007843	0.95	NA	1	Barnesiella	1	Barnesiella_intestinihominis	1
Seq_0009669	0.95	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0000351	0.95	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0000771	0.95	NA	1	Coprobacter	1	Coprobacter_fastidiosus	1
Seq_0001104	0.95	NA	1	Bacteroides	1	Bacteroides_massiliensis	1
Seq_0003244	0.95	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0002525	0.95	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0007359	0.95	NA	1	Coprobacter	1	Coprobacter_fastidiosus	1
Seq_0002948	0.95	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0003063	0.95	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0000547	0.95	NA	1	Barnesiella	1	Barnesiella_intestinihominis	1
Seq_0002659	0.95	NA	1	Coprobacter	1	Coprobacter_fastidiosus	1
Seq_0001535	0.95	NA	1	Barnesiella	1	Barnesiella_intestinihominis	1
Seq_0000881	0.95	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0003860	0.95	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0002400	0.95	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0000178	0.95	NA	1	Coprobacter	1	Coprobacter_fastidiosus	1
Seq_0002019	0.95	NA	1	Bacteroides	1	Bacteroides_plebeius	1
Seq_0007850	0.95	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0001421	0.95	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0008775	0.95	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0001279	0.95	NA	1	Bifidobacterium	1	Bifidobacterium_bifidum	1
Seq_0002618	0.95	NA	1	Atopobium	1	Atopobium_minutum	1
Seq_0000890	0.95	XIVa	1	Clostridium	1	Clostridium_lactatifermentans	1
Seq_0005011	0.95	IV	1	Flavonifractor	1	Flavonifractor_plautii	1
Seq_0001392	0.95	NA	1	Butyricicoccus	1	Butyricicoccus_pullicaecorum	1
Seq_0002650	0.95	XIVa	1	Blautia	1	Ruminococcus_torques	1
Seq_0003211	0.95	IV	1	Ruminococcus	1	Ruminococcus_flavefaciens	1
Seq_0001422	0.95	NA	1	Anaerostipes	1	Anaerostipes_hadrus	1
Seq_0001717	0.95	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0003958	0.95	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0001537	0.95	NA	1	Anaerostipes	1	Anaerostipes_hadrus	1
Seq_0000705	0.95	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0000673	0.95	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0000489	0.95	XIVa	1	Blautia	1	Ruminococcus_torques	1
Seq_0000542	0.95	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0001129	0.95	XIVa	1	Blautia	1	Ruminococcus_torques	1
Seq_0000473	0.95	XIVa	1	Eubacterium	1	Eubacterium_ramulus	1
Seq_0001482	0.95	NA	1	Ruminococcus	1	Ruminococcus_callidus	1
Seq_0001079	0.95	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0007532	0.95	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0000347	0.95	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0005665	0.95	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0000830	0.95	XIVa	1	Blautia	1	Ruminococcus_torques	1
Seq_0005464	0.95	NA	1	Blastocatella	1	Blastocatella_fastidiosa	1
Seq_0000405	0.95	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0000317	0.95	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0000829	0.95	NA	1	Ruminococcus	1	Ruminococcus_callidus	1
Seq_0001575	0.95	NA	1	Anaerostipes	1	Anaerostipes_hadrus	1
Seq_0000352	0.95	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0000308	0.95	XIVa	1	Eubacterium	1	Eubacterium_hallii	1
Seq_0001472	0.95	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0000563	0.95	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0000459	0.95	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0000439	0.95	NA	1	Anaerostipes	1	Anaerostipes_hadrus	1
Seq_0000482	0.95	XIVa	1	Eubacterium	1	Eubacterium_ventriosum	1
Seq_0001368	0.95	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0001996	0.95	NA	1	Anaerostipes	1	Anaerostipes_hadrus	1
Seq_0000103	0.95	NA	1	Anaerostipes	1	Anaerostipes_hadrus	1
Seq_0002699	0.95	XIVa	1	Eubacterium	1	Eubacterium_ventriosum	1
Seq_0004038	0.95	NA	1	Howardella	1	Howardella_ureilytica	1
Seq_0000700	0.95	NA	1	Anaerostipes	1	Anaerostipes_hadrus	1
Seq_0001333	0.95	NA	1	Anaerostipes	1	Anaerostipes_hadrus	1
Seq_0002921	0.96	NA	1	Bilophila	1	Bilophila_wadsworthia	1
Seq_0002194	0.96	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0000126	0.96	NA	1	Parasutterella	1	Parasutterella_excrementihominis	1
Seq_0005242	0.96	NA	1	Parasutterella	1	Parasutterella_excrementihominis	1
Seq_0001818	0.96	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0002853	0.96	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0001429	0.96	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0001109	0.96	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0001792	0.96	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0001017	0.96	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0000926	0.96	NA	1	Desulfovibrio	1	Desulfovibrio_piger	1
Seq_0001155	0.96	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0002687	0.96	NA	1	Dialister	1	Dialister_propionicifaciens	1
Seq_0001949	0.96	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0001614	0.96	NA	1	Dialister	1	Dialister_propionicifaciens	1
Seq_0001870	0.96	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0001033	0.96	NA	1	Veillonella	1	Veillonella_ratti	1
Seq_0000281	0.96	NA	1	Parasutterella	1	Parasutterella_excrementihominis	1
Seq_0001293	0.96	NA	1	Veillonella	1	Veillonella_atypica	1
Seq_0001812	0.96	NA	1	Turicibacter	1	Turicibacter_sanguinis	1
Seq_0001246	0.96	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0003962	0.96	NA	1	Rubrobacter	1	Rubrobacter_xylanophilus	1
Seq_0001508	0.96	NA	1	Holdemania	1	Holdemania_filiformis	1
Seq_0000417	0.96	XVI	1	Eubacterium	1	Eubacterium_biforme	1
Seq_0001610	0.96	NA	1	Porphyromonas	1	Porphyromonas_bennonis	1
Seq_0008643	0.96	NA	1	Porphyromonas	1	Porphyromonas_bennonis	1
Seq_0006611	0.96	NA	1	Porphyromonas	1	Porphyromonas_uenonis	1
Seq_0004226	0.96	NA	1	Porphyromonas	1	Porphyromonas_uenonis	1
Seq_0000177	0.96	NA	1	Bacteroides	1	Bacteroides_coprophilus	1
Seq_0000783	0.96	NA	1	Bacteroides	1	Bacteroides_fragilis	1
Seq_0000835	0.96	NA	1	Barnesiella	1	Barnesiella_intestinihominis	1
Seq_0006955	0.96	NA	1	Prevotella	1	Prevotella_bivia	1
Seq_0006020	0.96	NA	1	Prevotella	1	Prevotella_buccalis	1
Seq_0007675	0.96	NA	1	Bacteroides	1	Bacteroides_stercoris	1
Seq_0000808	0.96	NA	1	Bacteroides	1	Bacteroides_massiliensis	1
Seq_0000498	0.96	NA	1	Bacteroides	1	Bacteroides_barnesiae	1
Seq_0002184	0.96	NA	1	Bacteroides	1	Bacteroides_ovatus	1
Seq_0007833	0.96	NA	1	Bacteroides	1	Bacteroides_eggerthii	1
Seq_0004850	0.96	NA	1	Coprobacter	1	Coprobacter_fastidiosus	1
Seq_0000102	0.96	NA	1	Barnesiella	1	Barnesiella_intestinihominis	1
Seq_0001235	0.96	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0002077	0.96	NA	1	Alistipes	1	Alistipes_finegoldii	1
Seq_0002445	0.96	NA	1	Porphyromonas	1	Porphyromonas_somerae	1
Seq_0005142	0.96	NA	1	Bacteroides	1	Bacteroides_plebeius	1
Seq_0000345	0.96	NA	1	Bacteroides	1	Bacteroides_stercoris	1
Seq_0002242	0.96	NA	1	Bacteroides	1	Bacteroides_plebeius	1
Seq_0008394	0.96	NA	1	Alloprevotella	1	Alloprevotella_tannerae	1
Seq_0000067	0.96	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0002519	0.96	NA	1	Bacteroides	1	Bacteroides_vulgatus	1
Seq_0001545	0.96	NA	1	Bacteroides	1	Bacteroides_eggerthii	1
Seq_0009460	0.96	NA	1	Bacteroides	1	Bacteroides_vulgatus	1
Seq_0002181	0.96	NA	1	Prevotella	1	Prevotella_buccalis	1
Seq_0000256	0.96	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0006092	0.96	NA	1	Coprobacter	1	Coprobacter_fastidiosus	1
Seq_0004833	0.96	NA	1	Prevotella	1	Prevotella_oris	1
Seq_0002602	0.96	NA	1	Prevotella	1	Prevotella_buccae	1
Seq_0001463	0.96	NA	1	Prevotella	1	Prevotella_buccae	1
Seq_0002678	0.96	NA	1	Bacteroides	1	Bacteroides_stercoris	1
Seq_0003229	0.96	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0002312	0.96	NA	1	Paraprevotella	1	Paraprevotella_clara	1
Seq_0001667	0.96	NA	1	Odoribacter	1	Odoribacter_laneus	1
Seq_0003521	0.96	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0001969	0.96	IV	1	Flavonifractor	1	Flavonifractor_plautii	1
Seq_0008442	0.96	NA	1	Pyramidobacter	1	Pyramidobacter_piscolens	1
Seq_0001464	0.96	IV	1	Ruminococcus	1	Ruminococcus_bromii	1
Seq_0003070	0.96	XIVa	1	Blautia	1	Ruminococcus_torques	1
Seq_0000925	0.96	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0000755	0.96	XIVa	1	Blautia	1	Ruminococcus_torques	1
Seq_0004087	0.96	XIVa	1	Blautia	1	Blautia_luti	1
Seq_0002880	0.96	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0002564	0.96	XIVa	1	Blautia	1	Ruminococcus_torques	1
Seq_0001388	0.96	XIVa	1	Blautia	1	Blautia_luti	1
Seq_0002303	0.96	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0003129	0.96	NA	1	Howardella	1	Howardella_ureilytica	1
Seq_0001370	0.96	XIVa	1	Blautia	1	Blautia_luti	1
Seq_0000289	0.96	NA	1	Anaerostipes	1	Anaerostipes_hadrus	1
Seq_0000320	0.96	XIVa	1	Coprococcus	1	Coprococcus_eutactus	1
Seq_0004341	0.96	NA	1	Anaerostipes	1	Anaerostipes_hadrus	1
Seq_0001965	0.96	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0001385	0.96	XIVa	1	Blautia	1	Ruminococcus_torques	1
Seq_0001391	0.97	NA	1	Bilophila	1	Bilophila_wadsworthia	1
Seq_0006182	0.97	NA	1	Desulfovibrio	1	Desulfovibrio_fairfieldensis	1
Seq_0000381	0.97	NA	1	Parasutterella	1	Parasutterella_excrementihominis	1
Seq_0008708	0.97	NA	1	Haemophilus	1	Haemophilus_parainfluenzae	1
Seq_0005189	0.97	NA	1	Veillonella	1	Veillonella_atypica	1
Seq_0003622	0.97	NA	1	Peptococcus	1	Peptococcus_niger	1
Seq_0002740	0.97	XVI	1	Clostridium	1	Clostridium_innocuum	1
Seq_0001665	0.97	NA	1	Catenibacterium	1	Catenibacterium_mitsuokai	1
Seq_0001762	0.97	NA	1	Prevotella	1	Prevotella_timonensis	1
Seq_0002041	0.97	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0005606	0.97	NA	1	Actinomyces	1	Actinomyces_graevenitzii	1
Seq_0002310	0.97	NA	1	Prevotella	1	Prevotella_timonensis	1
Seq_0005988	0.97	NA	1	Bacteroides	1	Bacteroides_ovatus	1
Seq_0002858	0.97	NA	1	Parabacteroides	1	Parabacteroides_johnsonii	1
Seq_0003809	0.97	NA	1	Alistipes	1	Alistipes_shahii	1
Seq_0008404	0.97	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0004168	0.97	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0008949	0.97	NA	1	Varibaculum	1	Varibaculum_cambriense	1
Seq_0004228	0.97	NA	1	Varibaculum	1	Varibaculum_cambriense	1
Seq_0003649	0.97	NA	1	Rothia	1	Rothia_mucilaginosa	1
Seq_0001727	0.97	IV	1	Ruminococcus	1	Ruminococcus_bromii	1
Seq_0000005	0.97	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0001064	0.97	XIVa	1	Blautia	1	Ruminococcus_gnavus	1
Seq_0000644	0.98	NA	1	Bilophila	1	Bilophila_wadsworthia	1
Seq_0001632	0.98	NA	1	Bilophila	1	Bilophila_wadsworthia	1
Seq_0007927	0.98	NA	1	Bilophila	1	Bilophila_wadsworthia	1
Seq_0003510	0.98	NA	1	Megasphaera	1	Megasphaera_micronuciformis	1
Seq_0004273	0.98	NA	1	Acinetobacter	1	Acinetobacter_baumannii	1
Seq_0007513	0.98	NA	1	Bilophila	1	Bilophila_wadsworthia	1
Seq_0002752	0.98	NA	1	Dialister	1	Dialister_invisus	1
Seq_0002715	0.98	NA	1	Desulfovibrio	1	Desulfovibrio_piger	1
Seq_0006100	0.98	NA	1	Staphylococcus	1	Staphylococcus_pettenkoferi	1
Seq_0000623	0.98	NA	1	Sutterella	1	Sutterella_wadsworthensis	1
Seq_0004448	0.98	NA	1	Parasutterella	1	Parasutterella_secunda	1
Seq_0001687	0.98	NA	1	Dialister	1	Dialister_succinatiphilus	1
Seq_0002170	0.98	NA	1	Dialister	1	Dialister_propionicifaciens	1
Seq_0002148	0.98	NA	1	Peptococcus	1	Peptococcus_niger	1
Seq_0002289	0.98	NA	1	Turicibacter	1	Turicibacter_sanguinis	1
Seq_0000564	0.98	IX	1	Phascolarctobacterium	1	Phascolarctobacterium_faecium	1
Seq_0003569	0.98	NA	1	Haemophilus	1	Haemophilus_pittmaniae	1
Seq_0000897	0.98	NA	1	Sutterella	1	Sutterella_wadsworthensis	1
Seq_0005361	0.98	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0001260	0.98	NA	1	Sutterella	1	Sutterella_wadsworthensis	1
Seq_0008142	0.98	NA	1	Lactobacillus	1	Lactobacillus_ruminis	1
Seq_0000660	0.98	NA	1	Parasutterella	1	Parasutterella_excrementihominis	1
Seq_0003103	0.98	NA	1	Acidaminococcus	1	Acidaminococcus_intestini	1
Seq_0002415	0.98	NA	1	Allisonella	1	Allisonella_histaminiformans	1
Seq_0002421	0.98	NA	1	Dialister	1	Dialister_invisus	1
Seq_0007017	0.98	NA	1	Parasutterella	1	Parasutterella_excrementihominis	1
Seq_0005585	0.98	NA	1	Turicibacter	1	Turicibacter_sanguinis	1
Seq_0001116	0.98	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0000418	0.98	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0000370	0.98	NA	1	Desulfovibrio	1	Desulfovibrio_piger	1
Seq_0000802	0.98	NA	1	Dialister	1	Dialister_propionicifaciens	1
Seq_0005299	0.98	NA	1	Morganella	1	Morganella_morganii	1
Seq_0001591	0.98	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0001571	0.98	NA	1	Sutterella	1	Sutterella_wadsworthensis	1
Seq_0001700	0.98	NA	1	Sutterella	1	Sutterella_wadsworthensis	1
Seq_0000487	0.98	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0002335	0.98	NA	1	Sutterella	1	Sutterella_wadsworthensis	1
Seq_0003373	0.98	NA	1	Sutterella	1	Sutterella_wadsworthensis	1
Seq_0003400	0.98	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0004244	0.98	NA	1	Negativicoccus	1	Negativicoccus_succinicivorans	1
Seq_0002025	0.98	NA	1	Sutterella	1	Sutterella_stercoricanis	1
Seq_0001933	0.98	IX	1	Phascolarctobacterium	1	Phascolarctobacterium_faecium	1
Seq_0002966	0.98	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0001837	0.98	NA	1	Dialister	1	Dialister_invisus	1
Seq_0002444	0.98	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0001900	0.98	NA	1	Parasutterella	1	Parasutterella_excrementihominis	1
Seq_0003945	0.98	NA	1	Dialister	1	Dialister_propionicifaciens	1
Seq_0002978	0.98	NA	1	Sutterella	1	Sutterella_wadsworthensis	1
Seq_0001004	0.98	NA	1	Sutterella	1	Sutterella_wadsworthensis	1
Seq_0003131	0.98	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0003667	0.98	NA	1	Dialister	1	Dialister_succinatiphilus	1
Seq_0002937	0.98	NA	1	Sutterella	1	Sutterella_wadsworthensis	1
Seq_0004430	0.98	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0009300	0.98	NA	1	Sutterella	1	Sutterella_wadsworthensis	1
Seq_0003087	0.98	NA	1	Parasutterella	1	Parasutterella_excrementihominis	1
Seq_0000627	0.98	NA	1	Acidaminococcus	1	Acidaminococcus_intestini	1
Seq_0004203	0.98	NA	1	Haemophilus	1	Haemophilus_pittmaniae	1
Seq_0001132	0.98	NA	1	Dialister	1	Dialister_invisus	1
Seq_0000979	0.98	NA	1	Veillonella	1	Veillonella_atypica	1
Seq_0001819	0.98	IX	1	Phascolarctobacterium	1	Phascolarctobacterium_faecium	1
Seq_0001707	0.98	NA	1	Morganella	1	Morganella_morganii	1
Seq_0001894	0.98	NA	1	Haemophilus	1	Haemophilus_parainfluenzae	1
Seq_0009299	0.98	NA	1	Sutterella	1	Sutterella_wadsworthensis	1
Seq_0003075	0.98	NA	1	Dialister	1	Dialister_propionicifaciens	1
Seq_0000866	0.98	NA	1	Sutterella	1	Sutterella_wadsworthensis	1
Seq_0001123	0.98	NA	1	Dialister	1	Dialister_propionicifaciens	1
Seq_0001202	0.98	NA	1	Dialister	1	Dialister_propionicifaciens	1
Seq_0000441	0.98	XVI	1	Clostridium	1	Clostridium_innocuum	1
Seq_0002751	0.98	NA	1	Dialister	1	Dialister_micraerophilus	1
Seq_0006418	0.98	XVI	1	Clostridium	1	Clostridium_innocuum	1
Seq_0000145	0.98	XVI	1	Eubacterium	1	Eubacterium_biforme	1
Seq_0006612	0.98	NA	1	Holdemania	1	Holdemania_filiformis	1
Seq_0007365	0.98	NA	1	Rubrobacter	1	Rubrobacter_xylanophilus	1
Seq_0007715	0.98	NA	1	Holdemania	1	Holdemania_filiformis	1
Seq_0002146	0.98	XVI	1	Clostridium	1	Clostridium_innocuum	1
Seq_0003139	0.98	NA	1	Porphyromonas	1	Porphyromonas_endodontalis	1
Seq_0000591	0.98	NA	1	Porphyromonas	1	Porphyromonas_uenonis	1
Seq_0000821	0.98	NA	1	Porphyromonas	1	Porphyromonas_bennonis	1
Seq_0004798	0.98	NA	1	Porphyromonas	1	Porphyromonas_bennonis	1
Seq_0000608	0.98	NA	1	Bacteroides	1	Bacteroides_coprophilus	1
Seq_0000108	0.98	NA	1	Bacteroides	1	Bacteroides_plebeius	1
Seq_0000316	0.98	NA	1	Bacteroides	1	Bacteroides_plebeius	1
Seq_0000275	0.98	NA	1	Bacteroides	1	Bacteroides_eggerthii	1
Seq_0010094	0.98	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0003290	0.98	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0001050	0.98	NA	1	Bacteroides	1	Bacteroides_plebeius	1
Seq_0000791	0.98	NA	1	Barnesiella	1	Barnesiella_intestinihominis	1
Seq_0000638	0.98	NA	1	Bacteroides	1	Bacteroides_ovatus	1
Seq_0001651	0.98	NA	1	Prevotella	1	Prevotella_buccae	1
Seq_0000110	0.98	NA	1	Bacteroides	1	Bacteroides_massiliensis	1
Seq_0001594	0.98	NA	1	Alistipes	1	Alistipes_shahii	1
Seq_0000948	0.98	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0000449	0.98	NA	1	Coprobacter	1	Coprobacter_fastidiosus	1
Seq_0000804	0.98	NA	1	Bacteroides	1	Bacteroides_vulgatus	1
Seq_0000072	0.98	NA	1	Bacteroides	1	Bacteroides_stercoris	1
Seq_0000353	0.98	NA	1	Bacteroides	1	Bacteroides_fragilis	1
Seq_0002336	0.98	NA	1	Bacteroides	1	Bacteroides_fluxus	1
Seq_0004358	0.98	NA	1	Bacteroides	1	Bacteroides_clarus	1
Seq_0008084	0.98	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0000516	0.98	NA	1	Bacteroides	1	Bacteroides_vulgatus	1
Seq_0001629	0.98	NA	1	Prevotella	1	Prevotella_buccalis	1
Seq_0000109	0.98	NA	1	Bacteroides	1	Bacteroides_ovatus	1
Seq_0003004	0.98	NA	1	Bacteroides	1	Bacteroides_ovatus	1
Seq_0002477	0.98	NA	1	Alloprevotella	1	Alloprevotella_tannerae	1
Seq_0001430	0.98	NA	1	Bacteroides	1	Bacteroides_stercoris	1
Seq_0001972	0.98	NA	1	Prevotella	1	Prevotella_copri	1
